ZIP_CODE,REGION,County,ResponseId,DistributionChannel,Q1.Intro,Q3.Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45,,,,,,,,,,
95558,NorthCoast,Humboldt,R_1Eb2nLPSXLqmZV4,anonymous,Yes,No,,Other (please specify),Defensible space should be 100 foot or greater and cut all grass to less than two inches in height,Yes,"Burning piles of cut trees and brush,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass,Other (please specify):",Mowing the same ground three times a year to have three hundred feet of defensible space,Did it myself,,Out of pocket,,,Yes,Other (please explain),Fire department only helps themselves on prescribed burns as that calfire requires a fire plan and a tanker on scene and both the fire captains are either hold cannabis farm permits or manage permitted cannabis grows and won’t help anyone but themselves.,Other (please specify),Land owner direct grants are better than FSC skimming money to pay themselves to “supervise” landowners who are more knowledgeable and more experienced and sober than FSC people. ,Other (please specify),Already have the training. How about a landowner exclusion from the 2024 law that outlaws gas powered chin saws!,Other (please specify),My family and myself have had non-standard burn permits for over thirty years and My father was a fire commissioner and I have been a wildland firefighter for five years. No need to waste money on more “meeting” or printed handouts…just wave my burn permit fees and send me a $200 prepaid debit card for gasoline,,,,,,,Man,,White,,English,,,,,,,,,,,,
95560,NorthCoast,Humboldt,R_3rOogOETxP2HSo0,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Existing home design constraints,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"Out of pocket,Cost-share agreements",Other (please specify),FLASH grant,Yes,Other (please explain),Time to complete manual fuel reduction,"Available grants for fuels reduction treatments and how to apply,Home hardening",,Other (please specify),Home hardening audit and follow-up visit,"Email,In-person",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Woman,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95573,NorthCoast,Humboldt,R_2ro8PHsmHiwCYRB,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Availability of contractors,,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,Training to learn how to safely conduct a prescribed burn,,"Defensible space,Home hardening,Post-wildfire recovery",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Website",,Suburban,,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95573,NorthCoast,Humboldt,R_RJp3yPHocow7I8p,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,No,,,"Evacuation planning,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Prescribed fire planning and implementation",,Reading factsheets,,Email,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,,,English,,"Greater than $150,000 per year",,,,,,,,,,
95573,NorthCoast,Humboldt,R_1pM3WPxPvIPr2OF,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Worked with neighbors or community group,,"Out of pocket,Grants",,,Yes,,,Ecosystem restoration,,,,,,Suburban,11-20 acres,Livestock/grazing,,Yes,41-50,Man,,American Indian or Alaskan Native,,"English,Prefer not to answer",,"$100,001 - $150,000 per year",,,,,,,,,,
95602,SierraNevada,Placer,R_1QlTnBJVbcyV1uC,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials",Cost,,Yes,Hand thinning and scattering small trees and brush ,,Did it myself,,Out of pocket,,,,,,"Defensible space,Home hardening",,Watching short videos,,"Email,Website",,Rural,6-10 acres,Farming and/or agriculture,,No,Over 70,Woman,,"American Indian or Alaskan Native,Black or African American,White",,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95602,SierraNevada,Placer,R_ONeAMkBHhKQC1mp,anonymous,Yes,No,"Purchased a backup power source (e.g., generator)","Cost,Local and/or Homeowners Association rules and regulations,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Home hardening,Reducing health impacts from wildfire smoke",,,,"Email,Mail,Text Message",,,,,,,,Man,,"Hispanic, Latino/a/x, or other Spanish origin,White",,English,,,,,,,,,,,,
95602,SierraNevada,Placer,R_3J1WiOXfpiYC1kd,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Other (please specify):",Time,,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,No,,,"Defensible space,Home hardening",,Community events or town halls,,Email,,Rural,6-10 acres,"Livestock/grazing,Recreation,Wildlife habitat",,No,51-60,Woman,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95602,SierraNevada,Placer,R_3kcvf3OGJFqAX7D,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Existing home design constraints,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,No,,,Home hardening,,"Reading factsheets,Watching short videos",,"Email,Mail,Text Message,Website",,Rural,21-100 acres,"Farming and/or agriculture,Wildlife habitat,Other (please specify)",Bed and breakfast,No,61-70,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95602,SierraNevada,Placer,R_4H3cSaENI1Evzxf,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Cost,Lack of knowledge, information, or resources,Time",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,,,,"Grazing for fuels reduction,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,In-person,Text Message,Website",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Man,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95602,SierraNevada,Placer,R_1IxRmYxLy8fQlma,anonymous,Yes,No,"Purchased a backup power source (e.g., generator)",Cost,,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,Reducing health impacts from wildfire smoke,,Webinars,,Email,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,"American Indian or Alaskan Native,White",,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95602,SierraNevada,Placer,R_2YRNgBu6VY1ojLq,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Permitting",,Yes,"Burning piles of cut trees and brush,Targeted grazing,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"In-person workshops,Webinars",,"Email,In-person",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,31-40,Man,,Asian,,English,,"Less than $50,000 per year",,,,,,,,,,
95602,SierraNevada,Placer,R_2qvLUUHoUpWJZlW,anonymous,Yes,No,"Purchased a backup power source (e.g., generator)","Availability of contractors,Cost,Lack of knowledge, information, or resources,Time",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Defensible space,Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Webinars",,"Email,In-person,Mail,Newspaper,Website",,Rural,11-20 acres,Recreation,,No,Over 70,Man,,American Indian or Alaskan Native,,English,,"Greater than $150,000 per year",,,,,,,,,,
95602,SierraNevada,Placer,R_1HkurzEZhO9ofO7,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Local and/or Homeowners Association rules and regulations",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Mail,Newspaper,Radio,Text Message,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,Prefer not to state,,,,,,,,,,
95602,SierraNevada,Placer,R_1hARcovWCntVEua,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Existing home design constraints,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,Unsure,,,"Defensible space,Evacuation planning,Reducing health impacts from wildfire smoke",,Webinars,,"Email,Social media ,Text Message,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
