Progress,Duration (in seconds),Finished,ResponseId,Q1-Intro,Q3-Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q35_8_TEXT,Q14-FNR,Q36,County,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45
100,535,TRUE,R_UFw7VRaTjBG1apj,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Lack of knowledge, information, or resources",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning",,"Available grants for fuels reduction treatments and how to apply,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,In-person workshops,,Email,,,,,,,,,,,,Man,,White,,English,,
100,448,TRUE,R_TpiPmL2QRhQRqql,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Ecosystem restoration,Evacuation planning",,"Community events or town halls,Field tours to local properties,In-person workshops",,Email,,,Yes,,,Rural,6-10 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,White,,English,,Prefer not to state
100,416,TRUE,R_O8ssNhE71CRkvhT,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Evacuation planning,Home hardening,Post-wildfire recovery",,"Field tours to local properties,Webinars",,In-person,,,,,,,,,,,,Man,,White,,English,,
100,372,TRUE,R_1ilE78L5rQb68J6,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Lack of knowledge, information, or resources",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Information about prescribed fire benefits,Training to learn how to safely conduct a prescribed burn",,"Defensible space,Evacuation planning,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,,,95949,Nevada,Urban,0-5 acres,"Commercial production,Farming and/or agriculture",,,18-30,Man,,Black or African American,,English,,"$50,000 - $100,000 per year"
100,798,TRUE,R_2w52GPkJo7h6RIL,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Grazing for fuels reduction,Permitting for fuels mitigation work",,"Field tours to local properties,In-person workshops,Reading factsheets",,"Email,Website",,,Yes,,,Rural,0-5 acres,Wildlife habitat,,No,51-60,Prefer not to answer,,White,,English,,Prefer not to state
100,368,TRUE,R_1JPHO26Uc5M0gTg,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Post-wildfire recovery",,"Field tours to local properties,Reading factsheets,Webinars",,"Email,Mail,Website",,,Yes,,,,,,,,,Man,,White,,English,,
100,330,TRUE,R_2e4k5XNP3tgBYw3,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Time",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Post-wildfire recovery,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,Email,,,,,,,,,,,,Prefer not to answer,,White,,English,,
100,862,TRUE,R_1kN3rubFHEAIvky,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Burning piles of cut trees and brush,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Targeted grazing",,Other (please specify),,Out of pocket,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Reading factsheets,Watching short videos",,"Email,Text Message",,,,95946,Nevada,Rural,101-1000 acres,"Livestock/grazing,Wildlife habitat",,No,Over 70,Man,,White,,English,,"$50,000 - $100,000 per year"
100,589,TRUE,R_270VGeVAKiD95Ew,Yes,Yes,,,,,,,,,,,,,,,"Evacuation planning,Grazing for fuels reduction,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,"Email,In-person",,,Yes,,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Man,,White,,English,,"$100,001 - $150,000 per year"
100,1616,TRUE,R_2v67hJgWyVHqUZ3,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Other (please specify):",Cost,,Yes,"Burning piles of cut trees and brush,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Unsure,"Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,,,95949,Nevada,,,,,,,Man,,White,,English,,
100,474,TRUE,R_eli03S9HNoruTSh,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,,,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,Reducing health impacts from wildfire smoke,,Reading factsheets,,Email,,,,95746,Placer,,,,,,,Man,,White,,English,,
100,929,TRUE,R_3J1WiOXfpiYC1kd,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Other (please specify):",Time,,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,No,,,"Defensible space,Home hardening",,Community events or town halls,,Email,,,,95602,Placer,Rural,6-10 acres,"Livestock/grazing,Recreation,Wildlife habitat",,No,51-60,Woman,,White,,English,,"Less than $50,000 per year"
100,803,TRUE,R_2R1Ac2twsVvjr6Q,Yes,No,"Put up non-combustible, reflective signs/addressing on house,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Worked with neighbors or community group,,Out of pocket,,,Unsure,"Access to equipment,Help preparing my property to conduct a prescribed burn,Labor resources",,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Community events or town halls,Webinars",,"Email,In-person",,,,,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,897,TRUE,R_XX5meJ7syYPlK9j,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Unsure,"Financial assistance,Help preparing my property to conduct a prescribed burn",,"Defensible space,Ecosystem restoration,Home hardening",,"Watching short videos,Webinars",,"Email,In-person,Website",,,,96109,Lassen,,,,,,,Woman,,Black or African American,,"English,Spanish",,
100,1243,TRUE,R_0oKhOBSCHV6Abmx,Yes,No,"Purchased a backup power source (e.g., generator)",Other (please specify),new - don't need changes,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass,Other (please specify):",irrigation and grazing,Did it myself,,Out of pocket,,,No,Other (please explain),nothing to burn except grass and cows eat that.,Other (please specify),none,"Community events or town halls,Field tours to local properties,In-person workshops,Other (please specify)",Happy to help,Email,,,,95648,Placer,Rural,21-100 acres,Livestock/grazing,,No,61-70,Woman,,White,,English,,"Greater than $150,000 per year"
100,474,TRUE,R_b4mVc2zIvMS8G89,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,,,"Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"In-person workshops,Webinars",,"Email,In-person,Mail,Text Message",,,,95746,Placer,Urban,0-5 acres,"Not applicable, my property is only used for residential use,Other (please specify)",,,51-60,Woman,,White,,English,,"Greater than $150,000 per year"
100,658,TRUE,R_2YJV1Q1Jr6NO8H4,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Lack of knowledge, information, or resources,Time",,Yes,"Burning piles of cut trees and brush,Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Unsure,"Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Ecosystem restoration,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets",,"Email,In-person,Mail,Radio,Website",,,,95977,Yuba,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Man,,White,,English,,"Greater than $150,000 per year"
100,777,TRUE,R_129iE4w2cTX6WuB,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,In-person,,,Yes,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,31-40,Woman,,White,,English,,"Greater than $150,000 per year"
100,543,TRUE,R_21dCthvDp2vTMEb,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Availability of contractors,Cost,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Yes,"Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process",,"Home hardening,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,Webinars,,Email,,,,95658,Placer,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Man,,White,,English,,"Greater than $150,000 per year"
100,784,TRUE,R_brvNpejvZjx9BEl,Yes,No,"Purchased a backup power source (e.g., generator)","Availability of contractors,Lack of knowledge, information, or resources",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Defensible space,Evacuation planning,Reducing health impacts from wildfire smoke",,"Watching short videos,Webinars",,"Email,Text Message",,,,94533,Solano,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,Yes,41-50,Woman,,White,,English,,"Greater than $150,000 per year"
100,519,TRUE,R_1rrD3vawQU56zte,Yes,Yes,,,,,,,,,,,,,,,Other (please specify),all of them are relevant,"Community events or town halls,Field tours to local properties",,Email,,,Yes,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,Yes,41-50,Man,,White,,English,,"Greater than $150,000 per year"
